ID,title,description,duration,level,platform,images,urls,reviews_count,ratings,paid,students_count,type,skills,prerequisites,domain,organization,course_certification_type,summary,instructor,lecture_count
5392,Let Us PIC: A Datasheet Approach for  PIC Microcontroller,Complete course using datasheet approach for 8-bit PIC MCU,7.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1350214_0edd_7.jpg,https://www.udemy.com/course/let-us-pic/,172 reviews,Rating: 4.5 out of 5,Yes,"1,222 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SWADESHEE Parinati,55 lectures
5393,End to End Integration : Selenium - Maven - Git - Jenkins,"Code Management using GIT, Build trigger using Jenkins",1 total hour,Expert,Udemy,https://img-b.udemycdn.com/course/240x135/1171682_ace6.jpg,https://www.udemy.com/course/selenium-maven-git-jenkins/,172 reviews,Rating: 3.4 out of 5,Yes,934 students,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Testing World Infotech,16 lectures
5394,Hands-On Systems Programming with Rust,Take advantage of Rust to ensure safety and concurrency,2.5 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/2820265_faa4.jpg,https://www.udemy.com/course/hands-on-systems-programming-with-rust/,172 reviews,Rating: 4.3 out of 5,Yes,"1,352 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Packt Publishing,26 lectures
5395,Developing Smart contracts with Solidity,Learn how to develop smart contracts and DApps on the Ethereum Network using solidity.,3.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/3667740_e8df_5.jpg,https://www.udemy.com/course/developing-smart-contracts-with-solidity/,172 reviews,Rating: 4.4 out of 5,Yes,946 students,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Demeter Interactive,30 lectures
5396,Machine Learning and Statistical Modeling with R Examples,"Learn how to use machine learning algorithms and statistical modeling for clustering, decision trees, etc by using R",2.5 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/491640_737f.jpg,https://www.udemy.com/course/machine-learning-and-statistical-modeling-with-r/,172 reviews,Rating: 4.2 out of 5,Yes,"2,272 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,R-Tutorials Training,23 lectures
5397,SPRING 5 (Covers Annotation & XML Config) + Hibernate,"A beginners course for Java Web Developers using Spring Framework 4 & 5, Covers Annotations and XML Config.",23 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/976854_447d_8.jpg,https://www.udemy.com/course/java-spring-framework/,172 reviews,Rating: 4.3 out of 5,Yes,"1,928 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"StudyEasy Organisation, Chaand Sheikh",238 lectures
5398,Python OOP Course: Master Object-Oriented Programming,"Master Python OOP and Become a Better Python Programmer by Writing Modular, Readable, and Reusable Python OOP Code",5.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/3830896_df75_3.jpg,https://www.udemy.com/course/python-oop-course/,172 reviews,Rating: 4.7 out of 5,Yes,634 students,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Karim Elghamrawy,38 lectures
5399,Learn Java Programming: Classes and Objects (2022 Edition),This mind-blowing online course of 2022 that is focussed on Java Programming - Classes and Objects,1 total hour,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/3539240_5309_2.jpg,https://www.udemy.com/course/learn-java-programming-classes-and-objects/,172 reviews,Rating: 3.6 out of 5,Yes,"30,188 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Srinidhi Ranganathan, Saranya Srinidhi",9 lectures
5400,QC201 : Advanced Math for Quantum Computing,Learn the Advanced Math you need for later courses on Quantum Computing Algorithms,4 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/2808253_a028.jpg,https://www.udemy.com/course/qc201-advanced-math-for-quantum-computing-mathematics-physics/,171 reviews,Rating: 4.7 out of 5,Yes,"1,441 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kumaresan Ramanathan,36 lectures
5401,Teach Python to Kids Age 8 to 10,"The Ultimate Teachers guide to Python in just 12 Sessions using Videos, Illustrations, Code Samples & Assignments",3 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/4019100_bf0d_2.jpg,https://www.udemy.com/course/python-for-kids-age-8-to-10/,171 reviews,Rating: 4.2 out of 5,Yes,562 students,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Sunil Nair, Penrose Learning",27 lectures
5402,Machine Learning 2022: Complete Maths for Machine Learning,"Learn Math for Machine Learning, Math for Data Science, Linear Algebra, Calculus, Vectors & Matrices, Probability & more",2.5 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/2674092_8ec5_3.jpg,https://www.udemy.com/course/machine-learning-2020-complete-maths-for-machine-learning/,171 reviews,Rating: 3.9 out of 5,Yes,899 students,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Jitesh Khurkhuriya, Python, Data Science & Machine Learning A-Z Team",25 lectures
5403,Introduction to Artificial Intelligence: AI for beginners,"Introduction to Artificial Intelligence, basics' Course for beginners & everyone. Fundmantals for AI&ml, neural networks",1.5 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/1311626_53b3_9.jpg,https://www.udemy.com/course/introduction-to-artificial-inteligence/,171 reviews,Rating: 4.0 out of 5,Yes,"6,396 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Nikoloz Sanakoevi,13 lectures
5404,Flutter - SQL - Firebase : Multi-store App (Full - Deep),"Building E-Commerce Multi Shop App from scratch with Flutter 3 , Dart 2.17 , Firebase and Stripe payment Gateway .",37.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/4617456_43b3_12.jpg,https://www.udemy.com/course/flutter-multi-store/,171 reviews,Rating: 4.4 out of 5,Yes,"1,616 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Salah shams,223 lectures
5405,Predict the stock market with data and model building!,"Learn hands-on Python coding, TensorFlow logistic regression, regression analysis, machine learning, and data science!",8.5 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/1426118_d8b0_3.jpg,https://www.udemy.com/course/artificialintelligence/,171 reviews,Rating: 4.0 out of 5,Yes,"1,315 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Mammoth Interactive, John Bura",55 lectures
5406,Up and Running with Concurrency in Go (Golang),"SUPERCHARGE your Go (Golang) code with concurrency: parallelism, golang channels, waitgroups, goroutines and much more",2.5 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/4186080_7f62.jpg,https://www.udemy.com/course/up-n-running-with-concurrency-in-golang/,171 reviews,Rating: 4.8 out of 5,Yes,"6,024 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Stan Vangilder,40 lectures
5407,Python and JavaScript for beginners: Build 10 Projects,Learn to code using Python and JavaScript,11.5 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/4098152_f8bb.jpg,https://www.udemy.com/course/python-and-javascript-for-beginners-build-10-projects/,171 reviews,Rating: 4.2 out of 5,Yes,"29,819 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bluelime Learning Solutions,130 lectures
5408,Learn C Sharp Programming From Scratch,Ultimate Guide to Learn and Master C Sharp .NET,6 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/478804_198f_4.jpg,https://www.udemy.com/course/learn-c-sharp-programming-from-scratch/,171 reviews,Rating: 3.2 out of 5,Yes,"1,487 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Eduonix Learning Solutions, Eduonix-Tech .",46 lectures
5409,Complete Gaming Package: Learn To Code In Unity® And Unreal,Learn to code by building games in Unity® and Unreal Engine. This is a fantastic course to start learning technology.,54 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/1016110_60c7_2.jpg,https://www.udemy.com/course/complete-gaming-package-learn-to-code-in-unity-and-unreal/,171 reviews,Rating: 4.2 out of 5,Yes,"2,741 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Mammoth Interactive, John Bura",147 lectures
5410,Google Maps SDK for Android with Kotlin | Masterclass,Learn Google Maps SDK for Android. And also Create Distance Tracker App for tracking users location from a background.,7.5 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/3719220_44e0_2.jpg,https://www.udemy.com/course/google-maps-sdk-for-android-with-kotlin-masterclass/,171 reviews,Rating: 4.8 out of 5,Yes,"1,143 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Stefan Jovanovic,66 lectures
5411,"Learn Flask, A web Development Framework of Python",Advanced Website Development using Flask,14 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/3997878_928b.jpg,https://www.udemy.com/course/learn-flask-a-web-development-framework-of-python/,171 reviews,Rating: 4.1 out of 5,Yes,500 students,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Data Scientist,35 lectures
5412,Entity Framework Core - A Full Tour,Learn how to use and take advantage of the full feature set of Entity Framework Core in your .NET Core applications.,7 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/3738650_6f61_2.jpg,https://www.udemy.com/course/entity-framework-core-a-full-tour/,171 reviews,Rating: 4.7 out of 5,Yes,"2,752 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Trevoir Williams,53 lectures
5413,Complete SQL in VB.Net : Database Apps in Visual Basic & SQL,"10 in 1:Data Entry App, Visual Basic ADO.Net ,Search SQL in VB ,multi user,Image in SQL Server,Backup, Aggregate,Publish",69.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/2428480_35ff_11.jpg,https://www.udemy.com/course/sql-with-vbnet-visual-basic-adonet-in-sql-server-database/,171 reviews,Rating: 4.7 out of 5,Yes,"9,476 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Musavi Abdullah,715 lectures
5414,Python Foundation - Quick Jump Start for Programmers,Quick Jumpstart Python Language course for experienced programmers,4.5 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/2831076_e896.jpg,https://www.udemy.com/course/python-foundation-course/,171 reviews,Rating: 4.6 out of 5,Yes,"4,823 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Prashant Kumar Pandey, Satyam Kumar, Learning Journal",57 lectures
5415,Machine Learning Using Google Colab & AutoML (Google Vertex),AutoML Google Vertex | Python | Supervised & Unsupervised Algorithms | Exploratory Data Analysis (EDA),7 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/3771370_f6e8_5.jpg,https://www.udemy.com/course/machine-learning-on-google-cloud/,170 reviews,Rating: 4.1 out of 5,Yes,"16,424 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SeaportAi .,49 lectures
5416,Flume and Sqoop for Ingesting Big Data,"Import data to HDFS, HBase and Hive from a variety of sources , including Twitter and MySQL",2.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/886072_7081.jpg,https://www.udemy.com/course/flume-and-sqoop/,170 reviews,Rating: 3.6 out of 5,Yes,"3,429 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Loony Corn,17 lectures
5417,Hadoop Administration: Online Hadoop Admin Training,Become a Hadoop Administrator from Scratch,5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1065390_f832_5.jpg,https://www.udemy.com/course/hadoop-administration-online-hadoop-admin-training/,170 reviews,Rating: 4.1 out of 5,Yes,"1,052 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Inflame Tech,69 lectures
5418,Salesforce Heroku Masterclass,Learn Heroku from scratch and get awesome tools to build and host web applications. (Includes Salesforce integration),3 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/2447630_7a0e_2.jpg,https://www.udemy.com/course/heroku-masterclass/,170 reviews,Rating: 4.1 out of 5,Yes,"2,587 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,João Gomes,24 lectures
5419,The LED Pixel Master Course,"Create stunning, interactive light installations driven by Arduino and FastLED",2 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/1572246_bc9c_3.jpg,https://www.udemy.com/course/the-led-pixel-master-course/,170 reviews,Rating: 4.3 out of 5,Yes,753 students,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chris Parton,20 lectures
5420,JavaScript for beginners: Create 27 projects from scratch,Learn JavaScript with practical and useful  step by step hands-on projects,17.5 total hours,Beginner,Udemy,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/javascript-for-beginners-create-27-projects-from-scratch/,170 reviews,Rating: 2.9 out of 5,Yes,"26,980 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bluelime Learning Solutions,187 lectures
5421,Python and Jupyter Notebooks for beginners,Learn Python with Jupyter Notebook from scratch,2.5 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/2718798_0aa0.jpg,https://www.udemy.com/course/python-and-jupyter-notebooks-for-beginners/,170 reviews,Rating: 4.2 out of 5,Yes,"6,861 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bluelime Learning Solutions,26 lectures
5422,"ASP.NET (MVC) 5 CORE: Web Development, jQuery & RESTful API","ASP.NET (CORE ) MVC 5: Web & App Development In C#, jQuery Plugins & RESTful API, Web Services & Entity Framework",2 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1500948_7770_2.jpg,https://www.udemy.com/course/aspnet-mvc-5-core-web-development-jquery-restful-api/,170 reviews,Rating: 3.0 out of 5,Yes,"4,569 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Infinite Knowledge,30 lectures
5423,Learn to Program with Java for Complete Beginners - Part 2,"For absolute beginners, this professional training course will teach you how to create programs from scratch using Java.",11.5 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/351374_79da_4.jpg,https://www.udemy.com/course/learn-to-program-with-java-2/,170 reviews,Rating: 4.8 out of 5,Yes,"1,370 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Learn by the Byte,128 lectures
5424,Question Generation using Natural Language processing,"Auto generate assessments in edtech like MCQs, True/False, Fill-in-the-blanks etc using state-of-the-art NLP techniques",5.5 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/3713412_69a1_3.jpg,https://www.udemy.com/course/question-generation-using-natural-language-processing/,170 reviews,Rating: 4.6 out of 5,Yes,616 students,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ramsri Golla,38 lectures
5425,Introductory JavaScript Made Easy Training Tutorial,An easy-to-follow beginner's guide to the JavaScript programming language.,11 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/316704_47de_2.jpg,https://www.udemy.com/course/introductory-javascript-made-easy-training-tutorial/,170 reviews,Rating: 3.5 out of 5,Yes,"9,382 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"TeachUcomp, Inc.",131 lectures
5426,"The Complete Machine Learning 2020|Python, Math|Dummy To Pro","Start Machine Learning & Data Science era with Python ,Math & Libraries like: SKlearn , Pandas , NumPy, Matplotlib & Gym",25 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/2032706_2e0d_10.jpg,https://www.udemy.com/course/complete-machine-learning/,169 reviews,Rating: 4.6 out of 5,Yes,"1,378 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"SkyHub Academy, Ahmed Attia",174 lectures
5427,Mastering OCR using Deep Learning and OpenCV-Python,"A complete guide to optical character recognition pipeline using Deep Learning, python and OpenCV",2.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/3896504_f0ae.jpg,https://www.udemy.com/course/mastering-ocr-using-deep-learning-and-opencv-python/,169 reviews,Rating: 4.2 out of 5,Yes,790 students,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Pankaj Kang, Atul Krishna Singh",27 lectures
5428,Learn Angular JS for Beginners,We’ll  help you understand the basics of AngularJS thoroughly with a practical “how-to” approach to working with data.,1 total hour,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/648456_c8f0.jpg,https://www.udemy.com/course/learn-angular-js-for-beginners/,169 reviews,Rating: 4.3 out of 5,Yes,"3,722 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,EDUmobile Academy,12 lectures
5429,Learning PySpark,Building and deploying data-intensive applications at scale using Python and Apache Spark,2.5 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/1594214_07cf_2.jpg,https://www.udemy.com/course/learning-pyspark/,169 reviews,Rating: 4.0 out of 5,Yes,558 students,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Packt Publishing,49 lectures
5430,iOS Machine Learning with Core ML 2 and Swift 5,"Learn how to integrate machine learning into iOS apps. Hands-on Swift 5 coding using CoreML 2, Vision, NLP and CreateML.",2 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/1691490_a442_7.jpg,https://www.udemy.com/course/machine-learning-with-core-ml-2-and-swift/,169 reviews,Rating: 4.4 out of 5,Yes,"1,361 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Karoly Nyisztor • Professional Software Architect,45 lectures
5431,Complete AWS ECS Bootcamp (Beginner friendly),"Learn How To Deploy Containers To Production Using ECR/ECS, RDS, End-to-End CI/CD Pipeline with CodePipeline, Route53...",10 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/2935658_05e0_3.jpg,https://www.udemy.com/course/aws-ecs-devops-masterclass/,169 reviews,Rating: 4.2 out of 5,Yes,"1,306 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Thomas Wiesner,157 lectures
5432,"ARKIT & Unity 3D, creating Augmented Reality Apps with C#","Learn to code by making your own Augmented Reality First Person Shooter /Survival Game, Mobile Development with Unity 3D",2.5 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/1334802_6c30_9.jpg,https://www.udemy.com/course/arkit-unity-3d-creating-augmented-reality-apps-with-c/,169 reviews,Rating: 3.7 out of 5,Yes,930 students,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,ARdeveloper TT,32 lectures
5433,Building an Interpreter from scratch,Semantics of programming languages,3 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/2845910_4b5b_3.jpg,https://www.udemy.com/course/essentials-of-interpretation/,169 reviews,Rating: 4.7 out of 5,Yes,743 students,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Dmitry Soshnikov,18 lectures
5434,Complete Python Bootcamp 2022: With Practical Projects,Go from an absolute beginner to pro and Master Python 3 with advanced python concepts and AI based cool python projects.,4.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/2411274_6d78_2.jpg,https://www.udemy.com/course/complete-python-bootcamp-2020/,168 reviews,Rating: 4.1 out of 5,Yes,"11,197 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Harshvardhan Anand,54 lectures
5435,Complete React Developer Masterclass for Beginners (2022),"Learn React.js, JSX, Components, Props, State, React Router and much more from scratch and master Modern Reactjs",7 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/4219294_c1db.jpg,https://www.udemy.com/course/modern-react-developer/,168 reviews,Rating: 4.6 out of 5,Yes,"21,308 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Data Is Good Academy,104 lectures
5436,Introduction to MySQL Database,Learn the basics of MySQL during this introductory course.,2.5 total hours,Beginner,Udemy,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/introduction-to-mysql-database-training-course/,168 reviews,Rating: 4.2 out of 5,Yes,"18,339 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Simon Sez IT,19 lectures
5437,Introduction to Mobile Games Development with Gamesalad,"Learn to make Apple iOS, Android and desktop video games from scratch without any programming!",8.5 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/48756_6182_6.jpg,https://www.udemy.com/course/introduction-to-mobile-games-development/,168 reviews,Rating: 4.8 out of 5,Yes,"1,510 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Jamie Cross,52 lectures
5438,Rest API Testing using Robot Framework - Request Library,Basic to advance understanding of API Testing | Robot Framework | Requests Module,5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/2150700_a2c1_5.jpg,https://www.udemy.com/course/robot-framework-api-testing/,168 reviews,Rating: 3.5 out of 5,Yes,655 students,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Testing World Infotech,43 lectures
5439,Data Structures and Algorithms,Data Structures operations and Analysing Algorithms,5.5 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/2988968_08ce.jpg,https://www.udemy.com/course/data-structures-and-algorithms-z/,168 reviews,Rating: 4.3 out of 5,Yes,"1,044 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,VENKATACHALAM MAHESWARI,27 lectures
5440,Python Programming for Non Programmers: Quickly learn python,A super simple & easy to follow Python programming course specially designed for those who have never done programming,6 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/2216652_ced3_2.jpg,https://www.udemy.com/course/python-programming-for-absolute-beginners-using-python-3/,168 reviews,Rating: 4.9 out of 5,Yes,"6,899 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Amit Rana,68 lectures
5441,Code Bootcamp : Learn to code by building 20  real projects,"Build real projects using HTML, CSS, Python, and JavaScript",10 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/3918536_993f.jpg,https://www.udemy.com/course/code-bootcamp-learn-to-code-by-building-20-real-projects/,168 reviews,Rating: 3.2 out of 5,Yes,"25,926 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bluelime Learning Solutions,128 lectures
5442,Master all PHP ideas 2017 to build any project,Learn all practical ideas used in any PHP project to build any web project simply,3 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/1030774_1197_2.jpg,https://www.udemy.com/course/master-all-php-ideas-2017-to-build-any-project/,168 reviews,Rating: 4.0 out of 5,Yes,"23,324 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Mohamed Amin,49 lectures
5443,Learning Path: R: Complete Machine Learning & Deep Learning,Unleash the true potential of R to unlock the hidden layers of data,17.5 total hours,Expert,Udemy,https://img-b.udemycdn.com/course/240x135/1183326_3ace_2.jpg,https://www.udemy.com/course/learning-path-r-complete-machine-learning-deep-learning/,168 reviews,Rating: 4.4 out of 5,Yes,"1,473 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Packt Publishing,213 lectures
5444,Functional Programming using Elixir - The Complete Course,Learn the cutting edge functional programming language Elixir and build fault tolerant software,9 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/1853686_8681.jpg,https://www.udemy.com/course/functional-programming-using-elixir-the-complete-course/,168 reviews,Rating: 4.6 out of 5,Yes,"1,121 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Eduonix Learning Solutions, Eduonix-Tech .",44 lectures
5445,Modern Data Analysis Masterclass in Pandas and Python,"Build your Data Analysis and Visualization skills with Python’s Pandas, Numpy, Matplotlib and Seaborn Libraries",21 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/4012126_22cd.jpg,https://www.udemy.com/course/modern-data-analytics-masterclass/,168 reviews,Rating: 4.9 out of 5,Yes,"1,861 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Dr. Ryan Ahmed, Ph.D., MBA, Ligency Team, Mitchell Bouchard, Ligency I Team",176 lectures
5446,C++ Standard Template Library in Practice,Gain insights into the C++ STL using real-world examples,10.5 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/2612488_0592_2.jpg,https://www.udemy.com/course/c-standard-template-library-in-practice/,168 reviews,Rating: 4.1 out of 5,Yes,"1,158 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Packt Publishing,96 lectures
5447,SikuliX - Automate Anything - Python Based Sikuli Scripting,Learn How To Write Sikuli Automation Scripts using Python,1 total hour,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/1093250_dd0c_13.jpg,https://www.udemy.com/course/sikulix-automate-anything/,168 reviews,Rating: 4.3 out of 5,Yes,"5,507 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Capsule Trainings,29 lectures
5448,Practical Java Programming Practices (120+ Common Projects),Master Java programming with over 120+ best Java programming practices for absolute beginners to excel in the industry,18 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/3181640_1c4f_2.jpg,https://www.udemy.com/course/practical-java-programming-practices-120-common-projects/,167 reviews,Rating: 3.2 out of 5,Yes,"24,125 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Emenwa Global, Zoolord Academy",137 lectures
5449,Build Interactive Plotly & Dash Dashboards with Data Science,Learn how to build integrated interactive dashboards that focus on telling stories with data science.,8.5 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/2597712_9552_2.jpg,https://www.udemy.com/course/plotly-dash/,167 reviews,Rating: 3.5 out of 5,Yes,881 students,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Profesor Pip,24 lectures
5450,RDS PostgreSQL and DynamoDB CRUD: AWS with Python and Boto3,Implement RDS PostgreSQL CRUD and DynamoDB on AWS using Python API - Boto3 and psycopg2! Build infrastructure with code!,4.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1796722_778c_3.jpg,https://www.udemy.com/course/aws-with-python-and-boto3-rds-postgresql-and-dynamodb-crud/,167 reviews,Rating: 4.2 out of 5,Yes,"2,038 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Niyazi Erdogan,52 lectures
5451,"Next.js and Apollo - Portfolio App (w/ React, GraphQL, Node)",Learn GraphQL and Apollo! Create a fast portfolio application in Next.js(Next 9+) / React backed with Apollo + Node.js,28.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/2940030_c817.jpg,https://www.udemy.com/course/nextjs-and-apollo-portfolio-app-w-react-graphql-node/,167 reviews,Rating: 4.7 out of 5,Yes,"1,615 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Eincode by Filip Jerga, Filip Jerga",157 lectures
5452,How to Use Custom Fields in Wordpress Theme Development,Learn how to utilize over 20 powerful custom field types in our comprehensive guide to the Advanced Custom Fields plugin,3.5 total hours,All Levels,Udemy,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/ignite-wordpress-theme-development-with-advanced-custom-fields/,167 reviews,Rating: 4.5 out of 5,Yes,864 students,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Balboa & Bedford,33 lectures
